Run	BioSample	Species	LibraryType	Group
SRR1945742	SAMN03326586	Arabidopsis_thaliana		
SRR1945743	SAMN03326587	Arabidopsis_thaliana		
SRR1945744	SAMN03326588	Arabidopsis_thaliana		
SRR1945745	SAMN03326589	Arabidopsis_thaliana		
SRR1945746	SAMN03326590	Arabidopsis_thaliana		
SRR1945747	SAMN03326591	Arabidopsis_thaliana		
SRR1945748	SAMN03326592	Arabidopsis_thaliana		
SRR1945749	SAMN03326593	Arabidopsis_thaliana		
SRR1945750	SAMN03326594	Arabidopsis_thaliana		
SRR1945751	SAMN03326595	Arabidopsis_thaliana		
SRR1945752	SAMN03326596	Arabidopsis_thaliana		
SRR1945753	SAMN03326597	Arabidopsis_thaliana		
SRR1945754	SAMN03326598	Arabidopsis_thaliana		
SRR1945755	SAMN03326599	Arabidopsis_thaliana		
SRR1945756	SAMN03326600	Arabidopsis_thaliana		
SRR1945757	SAMN03326601	Arabidopsis_thaliana		
SRR1945758	SAMN03326602	Arabidopsis_thaliana		
SRR1945759	SAMN03326603	Arabidopsis_thaliana		
SRR1945760	SAMN03326604	Arabidopsis_thaliana		
SRR1945761	SAMN03326605	Arabidopsis_thaliana		
SRR1945762	SAMN03326606	Arabidopsis_thaliana		
SRR1945763	SAMN03326607	Arabidopsis_thaliana		
SRR1945764	SAMN03326608	Arabidopsis_thaliana		
SRR1945765	SAMN03326609	Arabidopsis_thaliana		
SRR1945766	SAMN03326610	Arabidopsis_thaliana		
SRR1945767	SAMN03326611	Arabidopsis_thaliana		
SRR1945768	SAMN03326612	Arabidopsis_thaliana		
SRR1945769	SAMN03326613	Arabidopsis_thaliana		
SRR1945770	SAMN03326614	Arabidopsis_thaliana		
SRR1945771	SAMN03326615	Arabidopsis_thaliana		
SRR1945772	SAMN03326616	Arabidopsis_thaliana		
SRR1945773	SAMN03326617	Arabidopsis_thaliana		
SRR1945774	SAMN03326618	Arabidopsis_thaliana		
SRR1945775	SAMN03326619	Arabidopsis_thaliana		
SRR1945776	SAMN03326620	Arabidopsis_thaliana		
SRR1945777	SAMN03326621	Arabidopsis_thaliana		
SRR1945778	SAMN03326622	Arabidopsis_thaliana		
SRR1945779	SAMN03326623	Arabidopsis_thaliana		
SRR1945780	SAMN03326624	Arabidopsis_thaliana		
SRR1945781	SAMN03326625	Arabidopsis_thaliana		
SRR1945782	SAMN03326626	Arabidopsis_thaliana		
SRR1945783	SAMN03326627	Arabidopsis_thaliana		
SRR1945784	SAMN03326628	Arabidopsis_thaliana		
SRR1945785	SAMN03326629	Arabidopsis_thaliana		
SRR1945786	SAMN03326630	Arabidopsis_thaliana		
SRR1945787	SAMN03326631	Arabidopsis_thaliana		
SRR1945788	SAMN03326632	Arabidopsis_thaliana		
SRR1945790	SAMN03326634	Arabidopsis_thaliana		
SRR1945792	SAMN03326636	Arabidopsis_thaliana		
SRR1945793	SAMN03326637	Arabidopsis_thaliana		
SRR1945794	SAMN03326638	Arabidopsis_thaliana		
SRR1945795	SAMN03326639	Arabidopsis_thaliana		
SRR1945796	SAMN03326640	Arabidopsis_thaliana		
SRR1945797	SAMN03326641	Arabidopsis_thaliana		
SRR1945798	SAMN03326642	Arabidopsis_thaliana		
SRR1945799	SAMN03326643	Arabidopsis_thaliana		
SRR1945800	SAMN03326644	Arabidopsis_thaliana		
SRR1945801	SAMN03326645	Arabidopsis_thaliana		
SRR1945802	SAMN03326646	Arabidopsis_thaliana		
SRR1945804	SAMN03326648	Arabidopsis_thaliana		
SRR1945805	SAMN03326649	Arabidopsis_thaliana		
SRR1945806	SAMN03326650	Arabidopsis_thaliana		
SRR1945807	SAMN03326651	Arabidopsis_thaliana		
SRR1945808	SAMN03326652	Arabidopsis_thaliana		
SRR1945809	SAMN03326653	Arabidopsis_thaliana		
SRR1945810	SAMN03326654	Arabidopsis_thaliana		
SRR1945811	SAMN03326655	Arabidopsis_thaliana		
SRR1945812	SAMN03326656	Arabidopsis_thaliana		
SRR1945813	SAMN03326657	Arabidopsis_thaliana		
SRR1945814	SAMN03326658	Arabidopsis_thaliana		
SRR1945815	SAMN03326659	Arabidopsis_thaliana		
SRR1945816	SAMN03326660	Arabidopsis_thaliana		
SRR1945817	SAMN03326661	Arabidopsis_thaliana		
SRR1945818	SAMN03326662	Arabidopsis_thaliana		
SRR1945819	SAMN03326663	Arabidopsis_thaliana		
SRR1945820	SAMN03326664	Arabidopsis_thaliana		
SRR1945821	SAMN03326665	Arabidopsis_thaliana		
SRR1945822	SAMN03326666	Arabidopsis_thaliana		
SRR1945823	SAMN03326667	Arabidopsis_thaliana		
SRR1945824	SAMN03326668	Arabidopsis_thaliana		
SRR1945825	SAMN03326669	Arabidopsis_thaliana		
SRR1945826	SAMN03326670	Arabidopsis_thaliana		
SRR1945827	SAMN03326671	Arabidopsis_thaliana		
SRR1945828	SAMN03326672	Arabidopsis_thaliana		
SRR1945829	SAMN03326673	Arabidopsis_thaliana		
SRR1945830	SAMN03326674	Arabidopsis_thaliana		
SRR1945831	SAMN03326675	Arabidopsis_thaliana		
SRR1945832	SAMN03326676	Arabidopsis_thaliana		
SRR1945833	SAMN03326677	Arabidopsis_thaliana		
SRR1945834	SAMN03326678	Arabidopsis_thaliana		
SRR1945835	SAMN03326679	Arabidopsis_thaliana		
SRR1945836	SAMN03326680	Arabidopsis_thaliana		
SRR1945837	SAMN03326681	Arabidopsis_thaliana		
SRR1945838	SAMN03326682	Arabidopsis_thaliana		
SRR1945839	SAMN03326683	Arabidopsis_thaliana		
SRR1945840	SAMN03326684	Arabidopsis_thaliana		
SRR1945841	SAMN03326685	Arabidopsis_thaliana		
SRR1945842	SAMN03326686	Arabidopsis_thaliana		
SRR1945843	SAMN03326687	Arabidopsis_thaliana		
SRR1945844	SAMN03326688	Arabidopsis_thaliana		
SRR1945845	SAMN03326689	Arabidopsis_thaliana		
SRR1945846	SAMN03326690	Arabidopsis_thaliana		
SRR1945847	SAMN03326691	Arabidopsis_thaliana		
SRR1945848	SAMN03326692	Arabidopsis_thaliana		
SRR1945849	SAMN03326693	Arabidopsis_thaliana		
SRR1945850	SAMN03326694	Arabidopsis_thaliana		
SRR1945851	SAMN03326695	Arabidopsis_thaliana		
SRR1945852	SAMN03326696	Arabidopsis_thaliana		
SRR1945853	SAMN03326697	Arabidopsis_thaliana		
SRR1945854	SAMN03326698	Arabidopsis_thaliana		
SRR1945855	SAMN03326699	Arabidopsis_thaliana		
SRR1945857	SAMN03326701	Arabidopsis_thaliana		
SRR1945858	SAMN03326702	Arabidopsis_thaliana		
SRR1945859	SAMN03326703	Arabidopsis_thaliana		
SRR1945860	SAMN03326704	Arabidopsis_thaliana		
SRR1945861	SAMN03326705	Arabidopsis_thaliana		
SRR1945862	SAMN03326706	Arabidopsis_thaliana		
SRR1945863	SAMN03326707	Arabidopsis_thaliana		
SRR1945864	SAMN03326708	Arabidopsis_thaliana		
SRR1945865	SAMN03326709	Arabidopsis_thaliana		
SRR1945866	SAMN03326710	Arabidopsis_thaliana		
SRR1945867	SAMN03326711	Arabidopsis_thaliana		
SRR1945868	SAMN03326712	Arabidopsis_thaliana		
SRR1945869	SAMN03326713	Arabidopsis_thaliana		
SRR1945870	SAMN03326714	Arabidopsis_thaliana		
SRR1945871	SAMN03326715	Arabidopsis_thaliana		
SRR1945872	SAMN03326716	Arabidopsis_thaliana		
SRR1945873	SAMN03326717	Arabidopsis_thaliana		
SRR1945874	SAMN03326718	Arabidopsis_thaliana		
SRR1945875	SAMN03326719	Arabidopsis_thaliana		
SRR1945876	SAMN03326720	Arabidopsis_thaliana		
SRR1945877	SAMN03326721	Arabidopsis_thaliana		
SRR1945878	SAMN03326722	Arabidopsis_thaliana		
SRR1945879	SAMN03326723	Arabidopsis_thaliana		
SRR1945880	SAMN03326724	Arabidopsis_thaliana		
SRR1945882	SAMN03326726	Arabidopsis_thaliana		
SRR1945883	SAMN03326727	Arabidopsis_thaliana		
SRR1945884	SAMN03326728	Arabidopsis_thaliana		
SRR1945886	SAMN03326730	Arabidopsis_thaliana		
SRR1945887	SAMN03326731	Arabidopsis_thaliana		
SRR1945888	SAMN03326732	Arabidopsis_thaliana		
SRR1945889	SAMN03326733	Arabidopsis_thaliana		
SRR1945890	SAMN03326734	Arabidopsis_thaliana		
SRR1945891	SAMN03326735	Arabidopsis_thaliana		
SRR1945892	SAMN03326736	Arabidopsis_thaliana		
SRR1945893	SAMN03326737	Arabidopsis_thaliana		
SRR1945894	SAMN03326738	Arabidopsis_thaliana		
SRR1945895	SAMN03326739	Arabidopsis_thaliana		
SRR1945896	SAMN03326740	Arabidopsis_thaliana		
SRR1945897	SAMN03326741	Arabidopsis_thaliana		
SRR1945898	SAMN03326742	Arabidopsis_thaliana		
SRR1945899	SAMN03326743	Arabidopsis_thaliana		
SRR1945900	SAMN03326744	Arabidopsis_thaliana		
SRR1945901	SAMN03326745	Arabidopsis_thaliana		
SRR1945902	SAMN03326746	Arabidopsis_thaliana		
SRR1945903	SAMN03326747	Arabidopsis_thaliana		
SRR1945904	SAMN03326748	Arabidopsis_thaliana		
SRR1945905	SAMN03326749	Arabidopsis_thaliana		
SRR1945906	SAMN03326750	Arabidopsis_thaliana		
SRR1945907	SAMN03326751	Arabidopsis_thaliana		
SRR1945908	SAMN03326752	Arabidopsis_thaliana		
SRR1945909	SAMN03326753	Arabidopsis_thaliana		
SRR1945910	SAMN03326754	Arabidopsis_thaliana		
SRR1945911	SAMN03326755	Arabidopsis_thaliana		
SRR1945912	SAMN03326756	Arabidopsis_thaliana		
SRR1945913	SAMN03326757	Arabidopsis_thaliana		
SRR1945914	SAMN03326758	Arabidopsis_thaliana		
SRR1945915	SAMN03326759	Arabidopsis_thaliana		
SRR1945916	SAMN03326760	Arabidopsis_thaliana		
SRR1945917	SAMN03326761	Arabidopsis_thaliana		
SRR1945918	SAMN03326762	Arabidopsis_thaliana		
SRR1945919	SAMN03326763	Arabidopsis_thaliana		
SRR1945920	SAMN03326764	Arabidopsis_thaliana		
SRR1945921	SAMN03326765	Arabidopsis_thaliana		
SRR1945922	SAMN03326766	Arabidopsis_thaliana		
SRR1945923	SAMN03326767	Arabidopsis_thaliana		
SRR1945924	SAMN03326768	Arabidopsis_thaliana		
SRR1945925	SAMN03326769	Arabidopsis_thaliana		
SRR1945926	SAMN03326770	Arabidopsis_thaliana		
SRR1945927	SAMN03326771	Arabidopsis_thaliana		
SRR1945928	SAMN03326772	Arabidopsis_thaliana		
SRR1945929	SAMN03326773	Arabidopsis_thaliana		
SRR1945930	SAMN03326774	Arabidopsis_thaliana		
SRR1945931	SAMN03326775	Arabidopsis_thaliana		
SRR1945932	SAMN03326776	Arabidopsis_thaliana		
SRR1945933	SAMN03326777	Arabidopsis_thaliana		
SRR1945934	SAMN03326778	Arabidopsis_thaliana		
SRR1945935	SAMN03326779	Arabidopsis_thaliana		
SRR1945936	SAMN03326780	Arabidopsis_thaliana		
SRR1945937	SAMN03326781	Arabidopsis_thaliana		
SRR1945938	SAMN03326782	Arabidopsis_thaliana		
SRR1945939	SAMN03326783	Arabidopsis_thaliana		
SRR1945940	SAMN03326784	Arabidopsis_thaliana		
SRR1945941	SAMN03326785	Arabidopsis_thaliana		
SRR1945942	SAMN03326786	Arabidopsis_thaliana		
SRR1945943	SAMN03326787	Arabidopsis_thaliana		
SRR1945944	SAMN03326788	Arabidopsis_thaliana		
SRR1945945	SAMN03326789	Arabidopsis_thaliana		
SRR1945946	SAMN03326790	Arabidopsis_thaliana		
SRR1945947	SAMN03326791	Arabidopsis_thaliana		
SRR1945948	SAMN03326792	Arabidopsis_thaliana		
SRR1945949	SAMN03326793	Arabidopsis_thaliana		
SRR1945950	SAMN03326794	Arabidopsis_thaliana		
SRR1945951	SAMN03326795	Arabidopsis_thaliana		
SRR1945952	SAMN03326796	Arabidopsis_thaliana		
SRR1945953	SAMN03326797	Arabidopsis_thaliana		
SRR1945954	SAMN03326798	Arabidopsis_thaliana		
SRR1945955	SAMN03326799	Arabidopsis_thaliana		
SRR1945956	SAMN03326800	Arabidopsis_thaliana		
SRR1945957	SAMN03326801	Arabidopsis_thaliana		
SRR1945958	SAMN03326802	Arabidopsis_thaliana		
SRR1945959	SAMN03326803	Arabidopsis_thaliana		
SRR1945960	SAMN03326804	Arabidopsis_thaliana		
SRR1945961	SAMN03326805	Arabidopsis_thaliana		
SRR1945962	SAMN03326806	Arabidopsis_thaliana		
SRR1945963	SAMN03326807	Arabidopsis_thaliana		
SRR1945964	SAMN03326808	Arabidopsis_thaliana		
SRR1945965	SAMN03326809	Arabidopsis_thaliana		
SRR1945966	SAMN03326810	Arabidopsis_thaliana		
SRR1945967	SAMN03326811	Arabidopsis_thaliana		
SRR1945968	SAMN03326812	Arabidopsis_thaliana		
SRR1945970	SAMN03326814	Arabidopsis_thaliana		
SRR1945971	SAMN03326815	Arabidopsis_thaliana		
SRR1945972	SAMN03326816	Arabidopsis_thaliana		
SRR1945973	SAMN03326817	Arabidopsis_thaliana		
SRR1945974	SAMN03326818	Arabidopsis_thaliana		
SRR1945975	SAMN03326819	Arabidopsis_thaliana		
SRR1945976	SAMN03326820	Arabidopsis_thaliana		
SRR1945977	SAMN03326821	Arabidopsis_thaliana		
SRR1945978	SAMN03326822	Arabidopsis_thaliana		
SRR1945979	SAMN03326823	Arabidopsis_thaliana		
SRR1945980	SAMN03326824	Arabidopsis_thaliana		
SRR1945981	SAMN03326825	Arabidopsis_thaliana		
SRR1945982	SAMN03326826	Arabidopsis_thaliana		
SRR1945983	SAMN03326827	Arabidopsis_thaliana		
SRR1945984	SAMN03326828	Arabidopsis_thaliana		
SRR1945985	SAMN03326829	Arabidopsis_thaliana		
SRR1945986	SAMN03326830	Arabidopsis_thaliana		
SRR1945987	SAMN03326831	Arabidopsis_thaliana		
SRR1945988	SAMN03326832	Arabidopsis_thaliana		
SRR1945989	SAMN03326833	Arabidopsis_thaliana		
SRR1945990	SAMN03326834	Arabidopsis_thaliana		
SRR1945991	SAMN03326835	Arabidopsis_thaliana		
SRR1945992	SAMN03326836	Arabidopsis_thaliana		
SRR1945993	SAMN03326837	Arabidopsis_thaliana		
SRR1945994	SAMN03326838	Arabidopsis_thaliana		
SRR1945995	SAMN03326839	Arabidopsis_thaliana		
SRR1945996	SAMN03326840	Arabidopsis_thaliana		
SRR1945997	SAMN03326841	Arabidopsis_thaliana		
SRR1945998	SAMN03326842	Arabidopsis_thaliana		
SRR1945999	SAMN03326843	Arabidopsis_thaliana		
SRR1946000	SAMN03326844	Arabidopsis_thaliana		
SRR1946001	SAMN03326845	Arabidopsis_thaliana		
SRR1946002	SAMN03326846	Arabidopsis_thaliana		
SRR1946003	SAMN03326847	Arabidopsis_thaliana		
SRR1946004	SAMN03326848	Arabidopsis_thaliana		
SRR1946005	SAMN03326849	Arabidopsis_thaliana		
SRR1946006	SAMN03326850	Arabidopsis_thaliana		
SRR1946007	SAMN03326851	Arabidopsis_thaliana		
SRR1946008	SAMN03326852	Arabidopsis_thaliana		
SRR1946009	SAMN03326853	Arabidopsis_thaliana		
SRR1946010	SAMN03326854	Arabidopsis_thaliana		
SRR1946011	SAMN03326855	Arabidopsis_thaliana		
SRR1946012	SAMN03326856	Arabidopsis_thaliana		
SRR1946013	SAMN03326857	Arabidopsis_thaliana		
SRR1946014	SAMN03326858	Arabidopsis_thaliana		
SRR1946015	SAMN03326859	Arabidopsis_thaliana		
SRR1946016	SAMN03326860	Arabidopsis_thaliana		
SRR1946017	SAMN03326861	Arabidopsis_thaliana		
SRR1946020	SAMN03326864	Arabidopsis_thaliana		
SRR1946021	SAMN03326865	Arabidopsis_thaliana		
SRR1946022	SAMN03326866	Arabidopsis_thaliana		
SRR1946023	SAMN03326867	Arabidopsis_thaliana		
SRR1946024	SAMN03326868	Arabidopsis_thaliana		
SRR1946025	SAMN03326869	Arabidopsis_thaliana		
SRR1946026	SAMN03326870	Arabidopsis_thaliana		
SRR1946027	SAMN03326871	Arabidopsis_thaliana		
SRR1946028	SAMN03326872	Arabidopsis_thaliana		
SRR1946029	SAMN03326873	Arabidopsis_thaliana		
SRR1946030	SAMN03326874	Arabidopsis_thaliana		
SRR1946031	SAMN03326875	Arabidopsis_thaliana		
SRR1946032	SAMN03326876	Arabidopsis_thaliana		
SRR1946033	SAMN03326877	Arabidopsis_thaliana		
SRR1946034	SAMN03326878	Arabidopsis_thaliana		
SRR1946035	SAMN03326879	Arabidopsis_thaliana		
SRR1946036	SAMN03326880	Arabidopsis_thaliana		
SRR1946037	SAMN03326881	Arabidopsis_thaliana		
SRR1946038	SAMN03326882	Arabidopsis_thaliana		
SRR1946039	SAMN03326883	Arabidopsis_thaliana		
SRR1946040	SAMN03326884	Arabidopsis_thaliana		
SRR1946041	SAMN03326885	Arabidopsis_thaliana		
SRR1946042	SAMN03326886	Arabidopsis_thaliana		
SRR1946043	SAMN03326887	Arabidopsis_thaliana		
SRR1946044	SAMN03326888	Arabidopsis_thaliana		
SRR1946045	SAMN03326889	Arabidopsis_thaliana		
SRR1946046	SAMN03326890	Arabidopsis_thaliana		
SRR1946047	SAMN03326891	Arabidopsis_thaliana		
SRR1946048	SAMN03326892	Arabidopsis_thaliana		
SRR1946049	SAMN03326893	Arabidopsis_thaliana		
SRR1946050	SAMN03326894	Arabidopsis_thaliana		
SRR1946051	SAMN03326895	Arabidopsis_thaliana		
SRR1946052	SAMN03326896	Arabidopsis_thaliana		
SRR1946053	SAMN03326897	Arabidopsis_thaliana		
SRR1946054	SAMN03326898	Arabidopsis_thaliana		
SRR1946055	SAMN03326899	Arabidopsis_thaliana		
SRR1946056	SAMN03326900	Arabidopsis_thaliana		
SRR1946057	SAMN03326901	Arabidopsis_thaliana		
SRR1946058	SAMN03326902	Arabidopsis_thaliana		
SRR1946059	SAMN03326903	Arabidopsis_thaliana		
SRR1946060	SAMN03326904	Arabidopsis_thaliana		
SRR1946061	SAMN03326905	Arabidopsis_thaliana		
SRR1946062	SAMN03326906	Arabidopsis_thaliana		
SRR1946063	SAMN03326907	Arabidopsis_thaliana		
SRR1946064	SAMN03326908	Arabidopsis_thaliana		
SRR1946065	SAMN03326909	Arabidopsis_thaliana		
SRR1946066	SAMN03326910	Arabidopsis_thaliana		
SRR1946067	SAMN03326911	Arabidopsis_thaliana		
SRR1946068	SAMN03326912	Arabidopsis_thaliana		
SRR1946069	SAMN03326913	Arabidopsis_thaliana		
SRR1946070	SAMN03326914	Arabidopsis_thaliana		
SRR1946071	SAMN03326915	Arabidopsis_thaliana		
SRR1946072	SAMN03326916	Arabidopsis_thaliana		
SRR1946073	SAMN03326917	Arabidopsis_thaliana		
SRR1946074	SAMN03326918	Arabidopsis_thaliana		
SRR1946075	SAMN03326919	Arabidopsis_thaliana		
SRR1946076	SAMN03326920	Arabidopsis_thaliana		
SRR1946077	SAMN03326921	Arabidopsis_thaliana		
SRR1946078	SAMN03326922	Arabidopsis_thaliana		
SRR1946079	SAMN03326923	Arabidopsis_thaliana		
SRR1946080	SAMN03326924	Arabidopsis_thaliana		
SRR1946081	SAMN03326925	Arabidopsis_thaliana		
SRR1946082	SAMN03326926	Arabidopsis_thaliana		
SRR1946083	SAMN03326927	Arabidopsis_thaliana		
SRR1946084	SAMN03326928	Arabidopsis_thaliana		
SRR1946085	SAMN03326929	Arabidopsis_thaliana		
SRR1946086	SAMN03326930	Arabidopsis_thaliana		
SRR1946087	SAMN03326931	Arabidopsis_thaliana		
SRR1946088	SAMN03326932	Arabidopsis_thaliana		
SRR1946089	SAMN03326933	Arabidopsis_thaliana		
SRR1946090	SAMN03326934	Arabidopsis_thaliana		
SRR1946091	SAMN03326935	Arabidopsis_thaliana		
SRR1946092	SAMN03326936	Arabidopsis_thaliana		
SRR1946093	SAMN03326937	Arabidopsis_thaliana		
SRR1946094	SAMN03326938	Arabidopsis_thaliana		
SRR1946095	SAMN03326939	Arabidopsis_thaliana		
SRR1946096	SAMN03326940	Arabidopsis_thaliana		
SRR1946097	SAMN03326941	Arabidopsis_thaliana		
SRR1946098	SAMN03326942	Arabidopsis_thaliana		
SRR1946099	SAMN03326943	Arabidopsis_thaliana		
SRR1946100	SAMN03326944	Arabidopsis_thaliana		
SRR1946101	SAMN03326945	Arabidopsis_thaliana		
SRR1946102	SAMN03326946	Arabidopsis_thaliana		
SRR1946103	SAMN03326947	Arabidopsis_thaliana		
SRR1946104	SAMN03326948	Arabidopsis_thaliana		
SRR1946105	SAMN03326949	Arabidopsis_thaliana		
SRR1946106	SAMN03326950	Arabidopsis_thaliana		
SRR1946107	SAMN03326951	Arabidopsis_thaliana		
SRR1946108	SAMN03326952	Arabidopsis_thaliana		
SRR1946109	SAMN03326953	Arabidopsis_thaliana		
SRR1946110	SAMN03326954	Arabidopsis_thaliana		
SRR1946111	SAMN03326955	Arabidopsis_thaliana		
SRR1946112	SAMN03326956	Arabidopsis_thaliana		
SRR1946113	SAMN03326957	Arabidopsis_thaliana		
SRR1946114	SAMN03326958	Arabidopsis_thaliana		
SRR1946115	SAMN03326959	Arabidopsis_thaliana		
SRR1946116	SAMN03326960	Arabidopsis_thaliana		
SRR1946117	SAMN03326961	Arabidopsis_thaliana		
SRR1946118	SAMN03326962	Arabidopsis_thaliana		
SRR1946119	SAMN03326963	Arabidopsis_thaliana		
SRR1946120	SAMN03326964	Arabidopsis_thaliana		
SRR1946121	SAMN03326965	Arabidopsis_thaliana		
SRR1946122	SAMN03326966	Arabidopsis_thaliana		
SRR1946123	SAMN03326967	Arabidopsis_thaliana		
SRR1946124	SAMN03326968	Arabidopsis_thaliana		
SRR1946125	SAMN03326969	Arabidopsis_thaliana		
SRR1946126	SAMN03326970	Arabidopsis_thaliana		
SRR1946127	SAMN03326971	Arabidopsis_thaliana		
SRR1946128	SAMN03326972	Arabidopsis_thaliana		
SRR1946129	SAMN03326973	Arabidopsis_thaliana		
SRR1946130	SAMN03326974	Arabidopsis_thaliana		
SRR1946131	SAMN03326975	Arabidopsis_thaliana		
SRR1946132	SAMN03326976	Arabidopsis_thaliana		
SRR1946133	SAMN03326977	Arabidopsis_thaliana		
SRR1946134	SAMN03326978	Arabidopsis_thaliana		
SRR1946135	SAMN03326979	Arabidopsis_thaliana		
SRR1946136	SAMN03326980	Arabidopsis_thaliana		
SRR1946137	SAMN03326981	Arabidopsis_thaliana		
SRR1946138	SAMN03326982	Arabidopsis_thaliana		
SRR1946139	SAMN03326983	Arabidopsis_thaliana		
SRR1946140	SAMN03326984	Arabidopsis_thaliana		
SRR1946141	SAMN03326985	Arabidopsis_thaliana		
SRR1946142	SAMN03326986	Arabidopsis_thaliana		
SRR1946143	SAMN03326987	Arabidopsis_thaliana		
SRR1946144	SAMN03326988	Arabidopsis_thaliana		
SRR1946145	SAMN03326989	Arabidopsis_thaliana		
SRR1946146	SAMN03326990	Arabidopsis_thaliana		
SRR1946147	SAMN03326991	Arabidopsis_thaliana		
SRR1946148	SAMN03326992	Arabidopsis_thaliana		
SRR1946149	SAMN03326993	Arabidopsis_thaliana		
SRR1946150	SAMN03326994	Arabidopsis_thaliana		
SRR1946151	SAMN03326995	Arabidopsis_thaliana		
SRR1946152	SAMN03326996	Arabidopsis_thaliana		
SRR1946153	SAMN03326997	Arabidopsis_thaliana		
SRR1946154	SAMN03326998	Arabidopsis_thaliana		
SRR1946155	SAMN03326999	Arabidopsis_thaliana		
SRR1946156	SAMN03327000	Arabidopsis_thaliana		
SRR1946157	SAMN03327001	Arabidopsis_thaliana		
SRR1946158	SAMN03327002	Arabidopsis_thaliana		
SRR1946159	SAMN03327003	Arabidopsis_thaliana		
SRR1946160	SAMN03327004	Arabidopsis_thaliana		
SRR1946161	SAMN03327005	Arabidopsis_thaliana		
SRR1946162	SAMN03327006	Arabidopsis_thaliana		
SRR1946163	SAMN03327007	Arabidopsis_thaliana		
SRR1946164	SAMN03327008	Arabidopsis_thaliana		
SRR1946165	SAMN03327009	Arabidopsis_thaliana		
SRR1946166	SAMN03327010	Arabidopsis_thaliana		
SRR1946167	SAMN03327011	Arabidopsis_thaliana		
SRR1946168	SAMN03327012	Arabidopsis_thaliana		
SRR1946169	SAMN03327013	Arabidopsis_thaliana		
SRR1946170	SAMN03327014	Arabidopsis_thaliana		
SRR1946171	SAMN03327015	Arabidopsis_thaliana		
SRR1946172	SAMN03327016	Arabidopsis_thaliana		
SRR1946173	SAMN03327017	Arabidopsis_thaliana		
SRR1946174	SAMN03327018	Arabidopsis_thaliana		
SRR1946175	SAMN03327019	Arabidopsis_thaliana		
SRR1946176	SAMN03327020	Arabidopsis_thaliana		
SRR1946177	SAMN03327021	Arabidopsis_thaliana		
SRR1946178	SAMN03327022	Arabidopsis_thaliana		
SRR1946179	SAMN03327023	Arabidopsis_thaliana		
SRR1946180	SAMN03327024	Arabidopsis_thaliana		
SRR1946181	SAMN03327025	Arabidopsis_thaliana		
SRR1946182	SAMN03327026	Arabidopsis_thaliana		
SRR1946183	SAMN03327027	Arabidopsis_thaliana		
SRR1946184	SAMN03327028	Arabidopsis_thaliana		
SRR1946185	SAMN03327029	Arabidopsis_thaliana		
SRR1946186	SAMN03327030	Arabidopsis_thaliana		
SRR1946187	SAMN03327031	Arabidopsis_thaliana		
SRR1946188	SAMN03327032	Arabidopsis_thaliana		
SRR1946189	SAMN03327033	Arabidopsis_thaliana		
SRR1946190	SAMN03327034	Arabidopsis_thaliana		
SRR1946191	SAMN03327035	Arabidopsis_thaliana		
SRR1946192	SAMN03327036	Arabidopsis_thaliana		
SRR1946193	SAMN03327037	Arabidopsis_thaliana		
SRR1946194	SAMN03327038	Arabidopsis_thaliana		
SRR1946195	SAMN03327039	Arabidopsis_thaliana		
SRR1946196	SAMN03327040	Arabidopsis_thaliana		
SRR1946197	SAMN03327041	Arabidopsis_thaliana		
SRR1946198	SAMN03327042	Arabidopsis_thaliana		
SRR1946199	SAMN03327043	Arabidopsis_thaliana		
SRR1946200	SAMN03327044	Arabidopsis_thaliana		
SRR1946201	SAMN03327045	Arabidopsis_thaliana		
SRR1946202	SAMN03327046	Arabidopsis_thaliana		
SRR1946203	SAMN03327047	Arabidopsis_thaliana		
SRR1946204	SAMN03327048	Arabidopsis_thaliana		
SRR1946205	SAMN03327049	Arabidopsis_thaliana		
SRR1946206	SAMN03327050	Arabidopsis_thaliana		
SRR1946207	SAMN03327051	Arabidopsis_thaliana		
SRR1946208	SAMN03327052	Arabidopsis_thaliana		
SRR1946209	SAMN03327053	Arabidopsis_thaliana		
SRR1946210	SAMN03327054	Arabidopsis_thaliana		
SRR1946211	SAMN03327055	Arabidopsis_thaliana		
SRR1946212	SAMN03327056	Arabidopsis_thaliana		
SRR1946213	SAMN03327057	Arabidopsis_thaliana		
SRR1946214	SAMN03327058	Arabidopsis_thaliana		
SRR1946215	SAMN03327059	Arabidopsis_thaliana		
SRR1946216	SAMN03327060	Arabidopsis_thaliana		
SRR1946217	SAMN03327061	Arabidopsis_thaliana		
SRR1946218	SAMN03327062	Arabidopsis_thaliana		
SRR1946219	SAMN03327063	Arabidopsis_thaliana		
SRR1946220	SAMN03327064	Arabidopsis_thaliana		
SRR1946221	SAMN03327065	Arabidopsis_thaliana		
SRR1946222	SAMN03327066	Arabidopsis_thaliana		
SRR1946223	SAMN03327067	Arabidopsis_thaliana		
